"qid","scenario","type","be005","be012","be017","be022","be027","be032","be037","be042","be047","be052","be057","be062","be067","be072","be077","be082","be087","be092","be097","be102","be107","be112","be117","be122","be127","be132","be137","be142","be147","be152","be157","be162","be167","be172","be177","be182","be187","be192","be197","be200"
"S13307","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.53,1111.53,1111.53,1111.53,1111.53,1111.53,1111.53,3478.35,3478.35,7623.12,7623.12,7623.12,10370.07,10370.07,10370.07,10370.07,11252.57,11853.75,11853.75,11853.75,11853.75,17175.4
"S13309","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984.9,1984.9,2799.34,2799.34,3362.64,3362.64,3362.64,4315.76,4315.76,5736.79,5736.79,5736.79,6005.1,6005.1,6005.1,7983.52,10746.35,10746.35,10746.35,13128.81,27966.72
"S13311","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.46,1210.46,1210.46,4022.35,5545.15,5545.15,7866.76,7866.76,9880.61,9880.61,10607.64,10607.64,10607.64,13199.94,13199.94,14338.12,14338.12,14338.12,14338.12,14338.12,14338.12,15825.49,17658.51,23496.38
"S13313","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.07,393.07,3300.47,3300.47,4415.7,4415.7,4415.7,4415.7,4415.7,4415.7,4415.7,6100.03,6736.7,6784.54,7991.51,11708.36,11708.36,11893.07,12297.98,15537.72
"S13315","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699.01,3050.52,3050.52,3820.91,4184.84,4184.84,5979.02,8991.42,8991.42,8991.42,14412.38,14412.38,14412.38,14412.38,17141.08,18384.31,19003.99,20836.02,22681.16,23493.05,24078.58,24728.27,32151.41
"S13317","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6414.32,6932.99,6932.99,7178.41,7586.17,7840.66,13014.45,15278.58,17484.28,17972.11,19310.52,19310.52,19377.46,19382.24,21783.02,27245.04,33653.23,35950.18,37402.04,58326.72
"S13319","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483.47,2483.47,2483.47,2483.47,3709.67,3709.67,5415.28,5415.28,6733.76,10843.81,10843.81,10843.81,11997.7,12448.49,12530.14,12535.99,13195.18,15334.93,17931.78,20486.66,21979.18,38556.47
"S13321","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,1195.65,1195.65,1195.65,1195.65,1195.65,1729.05,2296.32,2296.32,2296.32,3631.04,3631.04,4449.34,6078.67,6078.67,6715.27,10798.77,10798.77,12305.7,12305.7,13074.51,13835.66,13835.66,13835.66,13835.66,13835.66,13835.66,13835.66,13835.66,13835.66,20113.92
"S16005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.59,4150.93,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09,7145.09
"S16009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17043
"S16011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.97
"S16015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530.66
"S16017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.98,1773.2,9014.07,21264.85,29143.35,29143.35,29143.35,29143.35,29143.35,29143.35,29143.35,32831.59,39166.36,39166.36,39166.36,40572.18,40839.17,44311.53,46793.71,97868.79
"S16021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7807.41
"S16029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.59,3147.68,6536.52,7095.93,7095.93,7095.93,7095.93,7095.93,7095.93,7095.93,7095.93,7702.81
"S16035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793.92,23963,39174.39,39174.39,40990.99,45487.04,48134.35,50555.12,55193.25,62257.68,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,70911.73,166253.41
"S16039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310.63
"S16049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585.89
"S16055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.63,1269.49,2475.33,14471.47
"S16057","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794.62,7638.92,13274.23,17242.52,17242.52,17242.52,17242.52,32876.08
"S16061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.97
"S16069","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.01,7163.33,16613.02,18213.27,18213.27,18213.27,18213.27,18213.27,18213.27,18213.27,18213.27,29206.91
"S16073","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.86
"S16079","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.73,9081.41,18446.05,18446.05,18446.05,18446.05,18446.05,18446.05,19358.7,26773.25,31500.77,34829.8,35158.58,37862.37,41080.41,91211.75
"S16085","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758.38,6029.35,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,8259.66,12504.89
"S16087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5302.24
"S17001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989.79
"S17003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1736.14,1772
"S17007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.45
"S17009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,248.32,899.45,928.58,928.58,928.58,928.58,928.58,928.58,928.58,928.58,928.58,928.58,1748.35
"S17011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.42
"S17013","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.14,1299.19,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43,2015.43
"S17017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.87
"S17021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,130.48,130.48,130.48,130.48,130.48,130.48,130.48,130.48,130.48,130.48,130.48,304.76,923.4,999.25,999.25,999.25,999.25,999.25,999.25,999.25,999.25,1046.58
"S17023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.74,553.8,553.8,553.8,553.8,553.8,553.8,553.8,553.8,553.8,612.39,1430.7,1788.36,1802.92,1802.92,1953.57,2508.19,2743.6,2828.12,2915.41,2997.81,3064.93,3121.14,3226.41
"S17025","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.44,1308.19,1580.82,1580.82,1656.85,1983.3,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36,2121.36
"S17027","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.58,861.44,942.95,942.95,942.95,942.95,942.95,942.95,942.95,942.95,2312.14
"S17029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.75,904.82,1117.36,1117.36,1141.26,1263.1,1392.93,1392.93,1392.93,1422.02,1529.04,1542.18,1542.18,1542.18,1542.18,1542.18,1542.18,1542.18,1542.18,1542.18
"S17031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88,47.53,82.69,189.89,286.95,378.75,449.03,504.27,1008.21
"S17033","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,1859.94,2131.07,2440.95,2534.55,2592.02,2650.8,2706.31,2751.33,2808.58,5392.72
"S17035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.86,175.25,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76,216.76
"S17037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.34,1802.63
"S17045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.89
"S17047","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.64,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78,208.78
"S17049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.05
"S17051","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,785.04,785.04,785.04,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3314.07,4208.21,4567.46,4567.46,4567.46,4567.46,4567.46,4567.46,4567.46
"S17055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67,155.62,553.69,571.49,571.49,571.49,571.49,571.49,571.49,571.49,571.49,571.49,571.49,1943.6
"S17057","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.92,525.89,788.9,1199.22,1658.96,1999.26,2305.38,2318.59,2318.59,2318.59,2318.59,2418.74,2827.12,3116.17,3390.74,3570.7,3686.27,5503.84
"S17059","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.14,801.64,1007.7,1007.7,1007.7,1007.7,1007.7,1030.85,1106.26,1115.47,1115.47,1286.29,2028.27,2595.6,3133.71,3506.53,3832.56,4848.09
"S17061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.84
"S17063","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.28,1313.02,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65,1769.65
"S17065","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.85,853.72,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,1341.17,2591.96
"S17067","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,107.97,204.26,295.16,369.24,431.31,455.88
"S17069","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17071","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410.89,1410.89,1410.89,1410.89,2066.63,3229.8,3704.15,3704.15,4412.53,5317.22,5592.5,5641.27,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5693.05,5891.05
"S17073","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97,152.3
"S17075","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129.36
"S17077","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.38,2159.91,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2562.27,2578.15,3367.86
"S17079","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.54,620.54,986.07,1308.31,1308.31,1308.31,1308.31,1348.9,1522.71,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,1596.18,2550.23
"S17081","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,37.73,71.32,103.02,128.84,150.45,1352.97
"S17083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.47
"S17085","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.22,1194.98,1558.32,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1859.61,1890.25,2593.1
"S17087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804.17
"S17089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17091","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.17,437.12,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57,832.57
"S17095","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936.38
"S17097","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,198.62,404.26,598.09,763.62,908.41,1344.29
"S17099","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.21
"S17101","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.78,410.75,639.45,856.77,997.24,1085.46,2135.4
"S17103","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17109","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17111","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.15,528.21,892.76,892.76,892.76,892.76,892.76,892.76,898.07,985.68,1196.91,1709.87,2059.7,2095.95,2095.95,2111.67,2214.83,2324.04,2427.09,2511.92,2624.27,3673.24
"S17113","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,97.21,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09,120.09
"S17115","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,40.56,147.23,152,152,172.29,250.7,282.3,282.3,282.3,282.3,282.3,282.3,282.3
"S17117","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.04,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,134.71,323.21,982.13,1346.81,1695.13,1874.87,1984.06,4285.03
"S17119","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.58,280.06,553.46,861.66,1639.98,1674.74,1674.74,1674.74,1674.74,1674.74,1674.74,1674.74,1674.74,1674.74,1674.74,4400.33
"S17121","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.35,2685.23
"S17123","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17125","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,215.94,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57,368.57
"S17127","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17129","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.36
"S17131","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17133","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.41,534.48,549.03,549.03,549.03,549.03,549.03,549.03,549.03
"S17135","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84,102.95,135.44,135.44,135.44,135.44,135.44,193.18,1256.47
"S17137","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,197.54
"S17141","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,908.26,948.95,1252.65,1290.62,1290.62,1290.62,1290.62,1290.62,1290.62,1290.62,1290.62,1640.66
"S17143","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.98
"S17145","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.4,970.22,1300.79,1300.79,1300.79,1300.79,1300.79,1669.88,2171.64,2229.42,2229.42,2229.42,2229.42,2229.42,2229.42,2229.42,2229.42,2229.42
"S17149","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.38,929.39,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1302.47,1316.25,1402.19,1490.6,1574.06,1641.93,1698.68,6034.96
"S17151","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.42,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1161.47,1195.67,1314.92,1329.53,1329.53,1329.53,1329.53,1329.53,1329.53,1329.53,1329.53,1329.53
"S17153","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.43,488.82,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,931.21,2400.4
"S17155","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,86.07
"S17157","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.69,367.76,494.46,494.46,494.46,494.46,494.46,494.46,494.46,494.46,494.46,623.59,1102.18,1396.48,1676.87,1839.43,1922.6,2520.89
"S17159","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.91,335.38,553.84,760.9,908.17,1014.29,2186.76
"S17161","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.68,432.86,534.56,534.56,534.56,534.56,534.56,534.56,534.56,534.56,534.56,555.21,629.76,659.5,659.5,659.5,659.5,659.5,659.5,659.5
"S17163","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.01,1038.39,1185.04,1276.99,1372.93,1463.49,1537.57,1599.88,2008.71
"S17165","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,105,376.2,388.33,388.33,388.33,388.33,388.33,388.33,388.33,388.33,388.33,388.33,1601.01
"S17167","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,118.75,721.42,1972.35,2310.74,2310.74,2310.74,2310.74,2313.63,2363.09,2501.51,2507.71,2507.71,2507.71,2507.71,2567.49,2858.69,3108.74,3345.44,3521.56,3655.64,3708.72
"S17169","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.26,425.24,810.33,1173.79,1471.54,1852.93,4378.6
"S17171","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17173","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.61
"S17175","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17177","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.18,787.53,1321.36,1827.03,2194.25,2465.82,2936.81
"S17179","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S17181","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.35,219.59,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,417.86,1248.55
"S17183","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751.08
"S17187","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.26,139.42,214.36,285.61,330.52,357.57,368.28
"S17189","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,128.49,168.25,168.25,168.25,168.25,168.25,168.25,583.22
