"qid","scenario","type","be005","be012","be017","be022","be027","be032","be037","be042","be047","be052","be057","be062","be067","be072","be077","be082","be087","be092","be097","be102","be107","be112","be117","be122","be127","be132","be137","be142","be147","be152","be157","be162","be167","be172","be177","be182","be187","be192","be197","be200"
"S05023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.18,787.18,7094.5,9582.53,12747.82,18268.58,19731.48,19731.48,19731.48,20741.59,21237.82,22534.94,23094.24,23455.46,23455.46,27517.95,27517.95,30434.81,33011.25,35817.24,36328.95,36328.95,36328.95,44628.81
"S05025","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,1546.23,1546.23,1546.23,3640.3,3640.3,3640.3,3640.3,3640.3,3640.3,4919.81,4919.81,5279.48,7728.98,8976.69,9777.7,10885.5,11285.77,14792.91,14792.91,14792.91,14873.45,14873.45,14873.45,18608.59,18608.59,18608.59,19347.81,21130.37,22512.6,39566.44
"S05027","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,534.93,1407.03,1567.7,1895.93,1895.93,3682.44,4033.55,4267.01,4850.79,5248.26,6923.05,7880.32,9018.03,10193.44,11483.01,11483.01,11483.01,20931.69,21947.52,26859.82,28537.59,30009.96,30525.23,32823.21,35528.29,36863.01,57869.62
"S05029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.22,740.22,740.22,740.22,740.22,1019.5,2398.2,2398.2,3199.15,3199.15,7732.5,8010.32,8010.32,9687.05,11145.67,13620.49,14926.47,14926.47,15409.88,16275.03,16792.59,17928.46,27542.77
"S05031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.49,3406.06,3406.06,3406.06,3406.06,3406.06,4021.11,4021.11,4021.11,4021.11,4021.11,4021.11,4730.27,4730.27,4822.17,4822.17,4822.17,5701.36,5701.36,5701.36,5701.36,5701.36,5701.36,5701.36
"S05033","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.11,321.11,2588.19,2588.19,3210.84,3210.84,3210.84,3210.84,3210.84,5205.65,12059.19,12059.19,12059.19,13756.65,13756.65,13756.65,13756.65,16397.71,17483.93,18452.53,18827.88,20203.83,22441.98,25052.92
"S05035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.81,678.81,678.81,678.81,678.81,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85,1598.85
"S05037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1059.61,1399.82,1399.82,1399.82,1399.82,1399.82,1399.82,1399.82,1399.82,2557.79,2716.15,3629.1,3874.5,7458.6
"S05039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1099.24,1099.24,1099.24,1099.24,1481.11,1481.11,3245.53,3245.53,3861.26,3861.26,8630.32,12175.76,14707.19,15382.41,18525.65,18525.65,18525.65,26361.6,29002.74,29002.74,29002.74,34720.04,40237.11,41119.88,41119.88,41119.88,58126.75
"S05041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1027.75,1429.87,1429.87,2739.05,2739.05,2781.41,2825.15,2825.15,2825.15,2825.15,4142.8
"S05043","usfs","pulpwood",0,0,0,0,0,0,0,0,0,1071.85,1071.85,1071.85,2256.73,2256.73,2675.24,2752.35,2752.35,5100.74,5100.74,7558.01,12646.42,13602.36,13602.36,19736.6,25240.71,28781.77,32708.15,33451.97,39395.64,39395.64,39395.64,39395.64,39395.64,41778.57,43338.54,43841.5,44257.95,46845.98,49065.24,66525.83
"S05045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1654.41,1654.41,3899.61,4313.26,4313.26,4313.26,4313.26,4313.26,5032.02,5032.02,5549.53,12873.26,12873.26,13251.25,14563.59,14563.59,16167.62,17496.16,18285.97,19850.63,21609.94,21609.94,21609.94,22282.34,23888.43,23888.43,24293.77,30428.64
"S05047","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.05,2979.66,2979.66,2979.66,2979.66,4921.36,4921.36,6933.12,8826.68,8826.68,9497.09,9497.09,10267.74,10267.74,12295.71,12295.71,14486.35,15963.23,19575.64,19575.64,19575.64,19575.64,19575.64,19575.64,19575.64,24319.67
"S05049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,2373.9,2373.9,2373.9,2373.9,2373.9,2373.9,2373.9,2373.9,2373.9,3268.06,3268.06,6548.19,6895.53,7206.24,7835.56,11410.29,11410.29,11410.29,13902.62,15934.02,18150.57,20813.84,22163.45,22163.45,22566.76,23153.29,23506.41,24763.75,26744.32,38239.62
"S05051","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.68,1920.63,1920.63,2104.55,5105.69,5559.21,10107.61,13141.87,14982.32,16836.44,17191.57,17191.57,19130.19,19130.19,19810.15,21123.84,21677.99,21677.99,22008.46,30519.4
"S05053","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,2360.68,2360.68,2360.68,2360.68,7516.42,7516.42,10780.29,20321.52,21812.62,24427.99,25133.27,25133.27,25788.39,27235.69,34497.53,38045.8,45338.31,45338.31,45338.31,45338.31,45338.31,45338.31,46265.16,48717.8,48717.8,48717.8,74485.84
"S05055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1744.34,1744.34,1744.34,1744.34,1744.34,4496.97,5485.65,5485.65,5485.65,5485.65,5485.65,5803.07,5803.07,6220.34,7249.78,7249.78,7713.88,8406.52,8406.52,8406.52,10747.85,10747.85,10747.85,10747.85,10747.85,10761.21,10814.3,12915.34
"S05057","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,2336.09,2336.09,2336.09,3195.78,3195.78,4337.49,5100.54,5100.54,7148.87,9575.01,13146.99,13146.99,13333.91,13333.91,13333.91,14988.24,15055.13,18201.18,20753.53,21283.16,21808.48,22712.55,24174.08,25545.3,29097.78,33783.65,48283.98
"S05059","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,946.19,946.19,946.19,1906.13,1906.13,5082.57,6324.89,7024.31,8953.28,8953.28,11639.39,11639.39,12492.55,12492.55,12492.55,15370.68,16957.35,16957.35,17516.64,25113.21,25113.21,26805.76,28836.57,31622.53,32721.91,34528.21,59989.45
"S05061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.77,343.77,343.77,1054.19,4211.29,5769.56,5769.56,8927.73,9690.99,9690.99,10395.39,10887.29,15456.16,17153.05,17153.05,17995.79,19510.32,20093.21,21925.23,23343.96,23343.96,25521.4,36421.81
"S05063","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,2596.92,3354.21,3493.73,3493.73,3493.73,3493.73,3493.73,4374.64,8833.95,10435.54,10435.54,13934.5,13934.5,15474.59,15474.59,15474.59,15474.59,16233.61,22211.62,24075.22,24075.22,24075.22,25063.94,26593.63,27909.39,27909.39,32530.94
"S05065","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.67,1399.67,2321.76,3498.17,3498.17,5534.66,7252.19,9346.96,11884.02,12831.51,13032.06,14448.19,14448.19,15699.89,16852.19,18374.15,18374.15,22664.79,24193.82,25686.23,26481.63,26481.63,28009.39,36542.18
"S05067","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.59,416.59,416.59,416.59,650.63,650.63,4558.98,4558.98,5509.82,5509.82,5509.82,6063.54,6063.54,6063.54,6063.54,6063.54,6968.95,6968.95,6968.95,6968.95,6968.95,6968.95,6968.95
"S05069","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.03,601.63,601.63,601.63,1122.56,1590.51,3275.28,3275.28,3275.28,3275.28,7812.8,11711.45,14464.39,17544.5,17544.5,21763.62,23191.4,23191.4,23784.34,23784.34,23784.34,23784.34,24895.9,28817.74,28817.74,30127.11
"S05071","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.14,1028.18,1028.18,1864.91,3701.07,4604.66,4604.66,6293.15,8842.48,9574.02,10261.36,10261.36,10261.36,10261.36,10261.36,10438.03,12575.59,12575.59,12575.59,12575.59,12575.59,12575.59,16417.58
"S05073","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,2240.14,2240.14,2240.14,2240.14,2240.14,2240.14,2240.14,2740.14,2740.14,4388.73,4388.73,4388.73,5342.07,5342.07,5342.07,9323.63,9323.63,10053.51,10053.51,11063.79,11063.79,13771.12,13771.12,14343.48,14956.23,15518.46,16976.75,18030.38,29323.62
"S05075","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.93,987.75,987.75,987.75,987.75,987.75,987.75,987.75,987.75,987.75,987.75,1376.7,1440.85,1965.66,1965.66,1965.66,1965.66,1965.66,2480.08,2690.73,4734.62,9291.67
"S05077","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.48,198.48,198.48,198.48,198.48,392.33,392.33,1900.94,2362.31,2362.31,2362.31,2362.31,2647.15,2647.15,2647.15,2647.15,2647.15,2647.15,2647.15,2647.15,2647.15
"S05079","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,2728.5,2728.5,2728.5,2728.5,2728.5,2728.5,3437.85,3841.37,3841.37,3841.37,5046.22,5906.29,6195.07,6592.37,6592.37,6592.37,6592.37,6592.37,6592.37,6592.37,6592.37,8403.69,8403.69,8403.69,8682.35,10114.59,11987.21,12039.99,12738.04
"S05081","usfs","pulpwood",0,0,0,0,0,0,0,0,0,854.38,854.38,854.38,854.38,854.38,1825.76,2004.73,2004.73,4385.19,7207.27,9171.86,11869.67,15060.38,15060.38,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,15546.08,16561.68,16781.07,18306.58,19357.72,19357.72,23163.52
"S05083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,185.46,185.46,185.46,185.46,1299.86,1299.86,1299.86,3909.36,3909.36,3909.36,4540.19,4540.19,4540.19,4629.36,4629.36,4629.36,4629.36,7925.26,11029.15,12162.63,12162.63,13949.33,15283.83,15283.83,15283.83,15283.83,24067.25
"S05085","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752.53,4050.79,4856.58,4856.58,4856.58,5070.01,5520.83,5520.83,9582.18,9582.18,9582.18,9582.18,9582.18,10744.82,10744.82,10744.82,11675.29,12812.45,12812.45,12812.45,13676.06
"S05087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797.5,1797.5,1797.5,5514.52,5514.52,5514.52,7744.03,7744.03,11997.91,12373.75,14770.38,14770.38,15060.24,18403.51,21058.76,21058.76,21846.88,24328.26,24859.43,25982.05,27929.3,29603.17,31249.23,49062.81
"S05089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778.6,2778.6,3102.13,4627.59,4627.59,5742.74,8823.86,11982.27,13307.64,15381.81,17511.7,18035.94,18035.94,18035.94,18035.94,18035.94,21186.72,23167.91,25020.74,26215.36,26215.36,29018.43
"S05091","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.75,866.75,1854.68,1854.68,2586.18,3532.9,5150.61,10271.65,11261.5,11261.5,11261.5,11261.5,11261.5,13372.6,13372.6,13372.6,15293.74,15293.74,15293.74,15293.74,15293.74,15293.74,22202.39
"S05093","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.79
"S05095","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.73,467.73,2300.24,2599.81,2599.81,2599.81,4200.35,4200.35,4286.21,7504.87,7504.87,7504.87,7504.87,7504.87,7504.87,7504.87,7504.87,8899.46
"S05097","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5595.9,6081.15,6081.15,6081.15,6081.15,6533.08,6533.08,6533.08,6533.08,6533.08,6533.08,8032.78,8142.49,8142.49,8142.49,8142.49,8950,9691.17,9691.17,9691.17,9691.17,10575.42
"S05099","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832.83,7380.37,8595.26,10513.07,10513.07,11139.66,11483.6,12356.69,12935.62,12935.62,12935.62,12935.62,13375.77,13375.77,16898.51,16898.51,18368.96,18368.96,20040.35,20844.86,20844.86,39513.46
"S05101","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796.11,4232.68,7224.04,7616.62,7803.94,8846.2,8846.2,8846.2,8846.2,10278.89,10278.89,14051.24,18147.95,18147.95,18218.95,20941.74,22805.22,23899.49,43917.2
"S05103","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.65,1160.65,7428.18,10126.95,11726.7,12636,12636,15526.48,17277.62,17758.71,18076.45,21345.93,22109.49,22109.49,25552.39,27267.47,27267.47,28781.92,28781.92,29755.64,32943.37,35843.9,38186.45,66039.88
"S05105","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.12,1436.12,2803.14,3482.04,5776.12,5776.12,5776.12,6670.54,12876.61,12876.61,15021.64,15457.5,15457.5,15457.5,15457.5,17189.65,18043.35,18944.32,19993.84,19993.84,23176.28
"S05107","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.32,344.32,344.32,344.32,344.32,699.47,699.47,4168.85,4168.85,4617.04,4617.04,4617.04,4617.04,4617.04,5425.16,5425.16,5425.16,5425.16,5425.16,5425.16,5425.16,10160.92
"S05109","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,772.14,772.14,772.14,772.14,772.14,2449.9,5278.71,5897.2,8247.48,10063.82,10063.82,12099.01,12738.36,14073.67,20008.11,20008.11,20325.85,20325.85,22900.07,25161.8,25161.8,25161.8,25161.8,26793.94,27776.47,30161.72,32076.95,33042.47,45577.67
"S05111","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.56,304.56,304.56,304.56,304.56,304.56,304.56,694.31,694.31,694.31,694.31,694.31,694.31,2368.77,2368.77,2368.77,2368.77,2368.77,2368.77,2368.77,5322.46
"S05113","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897,1897,4162.63,4162.63,4994.37,5822.1,5822.1,5822.1,5822.1,5822.1,5822.1,5822.1,5822.1,8425.39,8800.96,9468.81,10001.19,10077.48,10993.94,17574.22
"S05115","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.77,1246.12,2282.35,2282.35,2282.35,2471.41,2471.41,2471.41,2471.41,2578.18,4355.42,4628.35,6661.82,6661.82,7094.22,7561.73,7561.73,9613.15,9613.15,9613.15,9613.15,9613.15,9613.15,19893.09
"S05117","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.14,361.14,361.14,361.14,361.14,2875.99,2875.99,4737.26,5557.27,5557.27,6824.29,7892.3,7892.3,9393.79,9393.79,9762.69,9762.69,9762.69,9762.69,9762.69,9762.69,10550.58
"S05119","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1052.23,1052.23,1052.23,1052.23,1052.23,2224.06,4137.59,4373.57,4373.57,5363.79,7545.04,7750.52,7750.52,8993.9,8993.9,8993.9,8993.9,8993.9,8993.9,8993.9,11243.09,11243.09,12676.7,13090.64,13405.83,14118.77,15388.62,26022.18
"S05121","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964.95,2964.95,2964.95,3914.42,3914.42,4082.79,4894.34,5981.4,7026.2,7890.53,8612.83,8612.83,9451.02,9451.02,11135.09,12341.84,12923.78,12923.78,14191.82,14752.26,14752.26,15347.29,15347.29,24456.02
"S05123","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.22,649.22,1688.07,2003.17,2003.17,2003.17,2003.17,3185.51,3185.51,3185.51,3185.51,5595.19,5595.19,5595.19,5595.19,5595.19,7282.67,7282.67,7282.67,7282.67,9107.98,9107.98,9107.98,9107.98
"S05125","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110.89,8724.12,12290.04,12290.04,12290.04,15613.84,18094.49,18094.49,18094.49,19194.2,27844.45,27844.45,27935.47,31586.48,37501.04,38716.27,38716.27,38716.27,39254.89,40065.87,40065.87,40652.11,56489.32
"S05127","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,2984.85,2984.85,2984.85,2984.85,2984.85,2984.85,2984.85,3449.48,3449.48,3449.48,4603.19,5361.88,5361.88,5689.53,5689.53,5689.53,5689.53,5689.53,7278.82,9237.23,9237.23,11021.95,11021.95,11021.95,11021.95,11021.95,11245.24,17127.73
"S05129","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.16,716.65,716.65,2459.96,2459.96,2798.62,2798.62,3175.27,8827.08,8827.08,9159.01,10303.9,11098.38,11098.38,11703.17,14473,17938.98,21043.04,21043.04,21043.04,22648.06,22648.06,22648.06,22648.06,24575.61,46157.02
"S05131","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.88,550.88,550.88,550.88,550.88,550.88,550.88,550.88,550.88,550.88,550.88,1694.26,3779.9,5665.83,5665.83,5665.83,11912.67
"S05133","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.92,776.92,776.92,776.92,776.92,9452.56,10499.14,10499.14,10499.14,11586.16,13132.94,18116.92,18116.92,18116.92,18116.92,18116.92,18116.92,18116.92,20568.29,24517.75,24517.75,38584.11
"S05135","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.8,1277.55,1277.55,1768.04,3452.69,7910.23,8046.62,8046.62,13562.54,13562.54,15957.64,20186.94,22125.65,25004.21,26976.14,28279.37,28279.37,28279.37,30260.2,30260.2,31569.95,32621.9,32621.9,32621.9,32621.9,39118.36
"S05137","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.54,805.54,3355.6,3355.6,5202.63,5202.63,5733.82,7128.22,7128.22,7895.28,9974.15,13550.07,13550.07,20409.19,22268.76,25067.13,26066.99,28491.83,28491.83,29779.56,32851.35,35576.1,35895.77,51405.91
"S05139","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,264.5,1370.09,1370.09,1370.09,3860.02,4378.09,4378.09,5411.67,7697.09,10933.19,15174.63,15174.63,17887.28,17887.28,22373.26,22373.26,22373.26,22373.26,22441.99,24729.92,26620.87,29679.67,30405.16,30869.05,30869.05,31767.28,36485.28,72116.1
"S05141","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1114.12,1114.12,1114.12,2110.6,2294.25,2573.94,9945.69,11399.9,11399.9,11399.9,11604.01,14813.91,16673.85,19766.61,19766.61,22632.88,27209.5,31574.59,33364.06,34907.31,41733.52,42263.37,42263.37,42569.7,44072.63,46160.49,46762.64,48317.56,68548.53
"S05143","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.3,2900.84,5288.99,6742.65,10314.06,12960.2,13722.25,16018.54,16018.54,19116.87,21744.34,22527.32,25393.91,29646.71,31038.84,31299.4,33224.42,33224.42,34038.63,35950.69,37365.53,39215.03,47051.79
"S05145","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,822.27,822.27,2100.36,2335.9,3985.38,3985.38,4607.05,7290.67,11204.93,13128.73,13545.71,15923.67,18313.43,19530.86,21978.81,21978.81,23113.77,27468.22,27468.22,27468.22,32081.6,32081.6,32119.85,32220.89,32571.35,32997,33919.84,39322.21
"S05147","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.45,1479.45,1479.45,2008.84,3302.37,3302.37,3302.37,3302.37,3302.37,3302.37,5342.18,5342.18,5342.18,5342.18,5342.18,5631.47,5731.69,5745.31,5802.87,5802.87,5802.87
"S05149","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.75,1242.63,4143.82,5091.46,5091.46,5091.46,6318.06,8760.55,11095.42,11528.8,11682.43,11682.43,11682.43,13470.22,13470.22,13732.96,17139.69,17221.64,17221.64,17221.64,17775.71,18637.24,19429.39,26645.6
"S06001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,47.42,113.48,159.3,202.68,243.92,283.25,320.88,356.97,391.68,425.11,469.16,500.06,530.01,559.05,587.27,614.72,641.44,667.48,692.88,727.07,893.73
"S06017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,223.99,1920.36,3033.12,3958.3,4755.07,5458.1,6089.49,6664.21,7123.52,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7,7293.7
"S06019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.28,1705.21,4014.61,5532.69,6972.17,8342.33,9650.81,10904.01,12107.33,13265.39,14382.14,15934.23,16965.96,17966.28,18937.45,19881.48,20800.19,21695.19,22567.95,23419.78,24629.37,30004.7
"S06033","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06043","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.88,131.28,310.01,428.73,541.26,648.34,750.58,848.48,942.46,1032.89,1120.08,1240.02,1320.58,1398.68,1474.49,1548.17,1619.87,1689.71,1757.8,1824.26,1917.66,2340.26
"S06049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06053","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06057","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.84,250.83,596.9,832.65,1055.96,1268.33,1470.97,1664.9,1850.98,2029.95,2202.44,2433.8,2593.21,2747.69,2897.59,3043.24,3184.92,3322.9,3457.39,3588.62,3768.46,4618.42
"S06061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06063","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06069","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06073","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06077","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06081","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06085","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S06087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.86,58.88,135.22,180.99,224.52,266.06,305.81,343.97,380.67,416.05,450.23,502.19,533.73,564.36,594.13,623.11,651.33,678.86,705.73,731.98,772.72,926.71
"S06089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,553.81,4715.14,7465.64,9750.4,11716.62,13450.51,15006.94,16423.09,17562.71,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38,17988.38
