chem_code,casnum
3804,"64742-95-6  "
3805,"37318-79-9  "
3805,"8007-43-0   "
3806,"68122-64-5  "
3811,"9011-13-6   "
3812,"25086-29-7  "
3814,"68468-35-1  "
3817,"8052-10-6   "
3820,"128664-34-6 "
3820,"25446-78-0  "
3820,"54116-08-4  "
3821,"8001-20-5   "
3829,"111991-09-4 "
3830,"8001-78-3   "
3831,"35087-77-5  "
3832,"15251-48-6  "
3832,"7179-50-2   "
3832,"79-57-2     "
3833,"61789-91-1  "
3834,"3810-74-0   "
3835,"122931-48-0 "
3836,"120579-32-0 "
3837,"68649-38-7  "
3838,"1070-03-7   "
3838,"163447-53-8 "
3839,"79538-32-2  "
3841,"27306-78-1  "
3842,"1885-14-9   "
3844,"36315-01-2  "
3845,"127-39-9    "
3846,"64741-89-5  "
3846,"64742-04-7  "
3847,"64724-04-7  "
3849,"105827-78-9 "
3850,"107534-96-3 "
3851,"56802-99-4  "
3855,"139-08-2    "
3855,"68424-85-1  "
3857,"68038-71-1  "
3858,"68038-71-1  "
3859,"68038-71-1  "
3866,"52315-07-8  "
3867,"25035-26-1  "
3868,"6887-51-9   "
3869,"3049-71-6   "
3870,"1328-53-6   "
3872,"141-04-8    "
3875,"126535-15-7 "
3885,"39515-40-7  "
3886,"5324-84-5   "
3890,"123-77-3    "
3892,"124-09-4    "
3893,"1393-63-1   "
3894,"122-51-0    "
3896,"61788-90-7  "
3896,"70592-80-2  "
3898,"79622-59-6  "
3899,"86479-06-3  "
3900,"509-34-2    "
3901,"496-46-8    "
3902,"595-44-8    "
3903,"7439-98-7   "
3905,"114369-43-6 "
3906,"93385-03-6  "
3907,"55720-26-8  "
3911,"61723-83-9  "
3917,"78-96-6     "
3919,"100784-20-1 "
3920,"68649-29-6  "
3923,"68476-34-6  "
3924,"554-13-2    "
3925,"919-16-4    "
3927,"98967-40-9  "
3929,"127036-24-2 "
3929,"34398-01-1  "
3930,"11118-23-3  "
3930,"134633-28-6 "
3930,"39465-04-8  "
3930,"63393-82-8  "
3931,"68442-09-1  "
3933,"111-62-6    "
3934,"108-63-4    "
3935,"67892-13-1  "
3936,"65733-20-2  "
3938,"122453-73-0 "
3939,"55512-33-9  "
3940,"123343-16-8 "
3941,"123342-93-8 "
3942,"97-80-3     "
3946,"77182-82-2  "
3947,"69327-76-0  "
3948,"63428-82-0  "
3951,"101707-05-5 "
3951,"7747-35-5   "
3952,"68815-56-5  "
3953,"5742-17-6   "
3956,"68359-37-5  "
3957,"112410-23-8 "
3959,"96489-71-3  "
3960,"68583-32-4  "
3969,"73807-15-5  "
3971,"134-20-3    "
3974,"56578-18-8  "
3975,"38421-90-8  "
3976,"68213-26-3  "
3977,"67892-31-3  "
3979,"8002-65-1   "
3980,"7789-12-0   "
3981,"90823-38-4  "
3982,"64359-81-5  "
3983,"131929-60-7 "
3984,"117718-60-2 "
3985,"23031-36-9  "
3987,"36362-09-1  "
3993,"63428-82-0  "
3994,"108189-58-8 "
3995,"120068-37-3 "
3996,"31393-98-3  "
3997,"37281-78-0  "
3998,"25719-60-2  "
4000,"121552-61-2 "
4002,"57966-95-7  "
4003,"110488-70-5 "
4004,"26183-52-8  "
4006,"132778-08-6 "
4008,"108818-88-8 "
4009,"67674-67-3  "
4010,"61827-42-7  "
4011,"70630-17-0  "
4014,"104653-34-1 "
4015,"68515-73-1  "
4016,"67892-31-3  "
4017,"26654-39-7  "
4019,"95737-68-1  "
4020,"137515-74-4 "
4022,"25606-41-1  "
4029,"3391-86-4   "
4030,"113136-77-9 "
4032,"126833-17-8 "
4033,"28159-98-0  "
4034,"10004-44-1  "
4035,"55566-30-8  "
4036,"77-48-5     "
4037,"131860-33-8 "
4038,"28434-00-6  "
4039,"28434-00-6  "
4040,"28434-00-6  "
4046,"33213-65-9  "
4047,"1031-07-8   "
4048,"83-32-9     "
4050,"1610-17-9   "
4053,"2642-71-9   "
4055,"24959-67-9  "
4056,"23184-66-9  "
4058,"1563-38-8   "
4061,"1570-64-5   "
4063,"8022-00-2   "
4064,"962-58-3    "
4066,"51-36-5     "
4067,"6988-21-2   "
4068,"1746-01-6   "
4069,"7421-93-4   "
4070,"31972-44-8  "
4071,"31972-43-7  "
4072,"101-42-8    "
4073,"1024-57-3   "
4074,"16655-82-6  "
4075,"17781-16-7  "
4076,"1634-78-2   "
4077,"2179-25-1   "
4078,"2635-10-1   "
4082,"311-45-5    "
4083,"950-35-6    "
4084,"2588-04-7   "
4085,"2588-03-6   "
4086,"2600-69-3   "
4088,"2588-05-8   "
4089,"3735-33-9   "
4092,"2631-37-0   "
4094,"34643-46-4  "
4097,"1014-70-6   "
4098,"1918-18-9   "
4099,"2136-79-0   "
5002,"41814-78-2  "
5003,"1336-36-3   "
5003,"61788-33-8  "
5007,"104040-79-1 "
5009,"119515-38-7 "
5013,"82633-79-2  "
5014,"10045-86-0  "
5016,"51609-41-7  "
5016,"51811-79-1  "
5016,"68412-53-3  "
5017,"8022-15-9   "
5018,"8000-34-8   "
5019,"112226-61-6 "
5020,"94-82-6     "
5022,"33189-72-9  "
5023,"20711-10-8  "
5024,"119446-68-3 "
5025,"68049-83-2  "
5026,"65733-16-6  "
5027,"131341-86-1 "
5029,"53494-70-5  "
5033,"8047-15-2   "
5034,"5598-15-2   "
5035,"4482-55-7   "
5036,"56634-95-8  "
5037,"298-14-6    "
5040,"39856-16-1  "
5041,"2275-06-1   "
5042,"65996-91-0  "
5043,"None        "
5050,"57754-85-5  "
5052,"10332-33-9  "
5053,"12008-41-2  "
5054,"1330-43-4   "
5055,"94-81-5     "
5057,"1982-69-0   "
5059,"29450-45-1  "
5060,"15165-67-0  "
5061,"79270-78-3  "
5062,"88-30-2     "
5063,"8022-96-6   "
5064,"135-77-3    "
5065,"126-96-5    "
5065,"50933-77-2  "
5066,"12298-68-9  "
5067,"571-58-4    "
5068,"68155-37-3  "
5069,"134058-54-1 "
5070,"138698-36-9 "
5071,"56578-18-8  "
5072,"12676-73-2  "
5072,"68603-15-6  "
5073,"85566-12-7  "
5074,"22330-14-9  "
5075,"26354-18-7  "
5076,"3337-71-1   "
5079,"26532-23-0  "
5080,"26532-25-2  "
5081,"26532-24-1  "
5082,"53780-34-0  "
5083,"83601-83-6  "
5085,"62924-70-3  "
5086,"108731-70-0 "
5087,"109-79-5    "
5088,"352-93-2    "
5089,"none        "
5090,"87546-18-7  "
5092,"26062-79-3  "
5095,"12002-51-6  "
5097,"104098-49-9 "
5098,"55871-02-8  "
5099,"85977-73-7  "
5100,"82097-50-5  "
5102,"58138-08-2  "
5103,"86209-51-0  "
5104,"84087-01-4  "
5105,"94361-06-5  "
5106,"54593-83-8  "
5107,"643-79-8    "
5108,"35153-18-5  "
5109,"81335-46-8  "
5110,"10007-85-9  "
5111,"16484-77-8  "
5112,"87674-68-8  "
5113,"11126-35-5  "
5113,"11126-37-7  "
5113,"2349-94-2   "
5113,"26914-13-6  "
5113,"50-78-2     "
5113,"98201-60-6  "
5114,"85264-33-1  "
5115,"94125-34-5  "
5116,"1192-52-5   "
5117,"67233-85-6  "
5118,"824-39-5    "
5119,"824-78-2    "
5122,"96182-53-5  "
5123,"71283-80-2  "
5124,"68961-66-0  "
5125,"125091-04-5 "
5127,"68959-20-6  "
5129,"58842-20-9  "
5130,"128639-02-1 "
5133,"87392-12-9  "
5134,"2163-42-0   "
5135,"1702-17-6   "
5136,"141776-32-1 "
5137,"91129-43-8  "
5143,"12174-11-7  "
5148,"61789-97-7  "
5149,"121-33-5    "
5149,"52447-63-9  "
5149,"8014-42-4   "
5150,"14701-21-4  "
5159,"56-86-0     "
5160,"56-12-2     "
5178,"6533-68-2   "
5179,"64742-55-8  "
5204,"61790-37-2  "
5225,"20543-04-8  "
5230,"42922-74-7  "
5230,"58064-47-4  "
5231,"67762-85-0  "
5232,"123312-89-0 "
5252,"64642-47-8  "
5255,"42822-86-6  "
5292,"67762-90-7  "
5293,"142459-58-3 "
5295,"3100-04-7   "
5314,"71317-73-2  "
5315,"56578-18-8  "
5316,"34010-21-4  "
5318,"7447-41-8   "
5321,"141517-21-7 "
5324,"143-07-7    "
5327,"72963-72-5  "
5329,"84-65-1     "
5330,"2545-60-0   "
5331,"173584-44-6 "
5332,"120962-03-0 "
5332,"8002-13-9   "
5333,"66423-09-4  "
5334,"NONE        "
5335,"66423-05-0  "
5336,"104786-87-0 "
5337,"28631-35-8  "
5338,"135158-54-2 "
5359,"52304-36-6  "
5379,"195251-34-4 "
5399,"9003-55-8   "
5401,"16833-54-8  "
5402,"41245-19-6  "
5448,"3734-49-4   "
5450,"8000-25-7   "
5451,"143390-89-0 "
5452,"7632-04-4   "
5454,"977023-61-2 "
5455,"2465-59-0   "
5456,"69-89-6     "
5457,"87820-88-0  "
5497,"127277-53-6 "
5517,"112143-82-5 "
5538,"32341-80-3  "
5557,"68157-60-8  "
5597,"7758-89-6   "
5598,"153719-23-4 "
5617,"31654-77-0  "
5618,"35153-15-2  "
5637,"274671-61-3 "
5657,"149877-41-8 "
5678,"29457-72-5  "
5698,"161050-58-4 "
5718,"6131-90-4   "
5720,"70161-44-3  "
5742,"57-48-7     "
5743,"579-66-8    "
5748,"122008-85-9 "
5749,"125401-92-5 "
5750,"109293-97-2 "
5751,"109293-98-3 "
5754,"116714-46-6 "
5756,"114311-32-9 "
5757,"114311-32-9 "
5759,"175013-18-0 "
5760,"12447-61-9  "
5760,"12767-90-7  "
5762,"135410-20-7 "
5763,"51596-10-2  "
5763,"51596-11-3  "
5766,"13492-26-7  "
5766,"13977-65-6  "
5768,"69377-81-7  "
5769,"156052-68-5 "
5771,"36409-57-1  "
5774,"10294-56-1  "
5781,"147150-35-4 "
5782,"129828-24-6 "
5783,"74-88-4     "
5784,"134098-61-6 "
5785,"15630-89-4  "
5786,"180-84-7    "
5787,"124495-18-7 "
5788,"146659-78-1 "
5789,"95046-40-5  "
5790,"188425-85-6 "
5791,"161326-34-7 "
5792,"205510-53-8 "
5792,"21088-92-5  "
5795,"2179-57-9   "
5796,"2050-87-5   "
5798,"1398-61-4   "
5799,"131983-72-7 "
5800,"100209-45-8 "
5801,"57960-19-7  "
5802,"103361-09-7 "
5802,"141490-50-8 "
5803,"181274-17-9 "
5808,"66330-88-9  "
5809,"10124-37-5  "
5810,"69254-40-6  "
5811,"6381-92-6   "
5813,"145-73-3    "
5815,"79241-46-6  "
5816,"121451-02-3 "
5820,"70901-12-1  "
5821,"68002-97-1  "
5822,"165252-70-0 "
5824,"64365-05-5  "
5825,"67601-06-3  "
5826,"67601-10-9  "
5827,"134180-76-0 "
5828,"68391-01-5  "
5831,"37764-25-3  "
5832,"245735-90-4 "
5833,"77-71-4     "
5837,"9046-01-9   "
5839,"148788-55-0 "
5840,"148812-65-1 "
5841,"68038-71-1  "
5841,"ATCC-1276   "
5842,"9010-88-2   "
5843,"68439-57-6  "
5844,"80206-82-2  "
5845,"7790-92-3   "
5846,"121879-14-9 "
5846,"6938-94-9   "
5847,"8006-82-4   "
5848,"94-62-2     "
5849,"153233-91-1 "
5851,"173159-57-4 "
5854,"84133-50-6  "
5855,"68987-81-5  "
5856,"27194-74-7  "
5857,"148477-71-8 "
5858,"283594-90-1 "
5859,"53120-26-6  "
5859,"53120-27-7  "
5860,"61791-01-3  "
5863,"68551-12-2  "
5864,"53112-28-0  "
5865,"129630-19-9 "
5866,"142-87-0    "
5867,"68608-66-2  "
5868,"9041-33-2   "
5870,"39464-67-0  "
5872,"52019-36-0  "
5874,"4299-07-4   "
5876,"181274-15-7 "
5877,"76703-62-3  "
5878,"131807-57-3 "
5881,"67762-38-3  "
5881,"68937-81-5  "
5882,"163436-84-8 "
5883,"95-63-6     "
5884,"108-67-8    "
5885,"290332-10-4 "
5886,"158062-67-0 "
5888,"111988-49-9 "
5889,"219714-96-2 "
5890,"112748-69-3 "
5892,"25551-13-7  "
5893,"30776-59-1  "
5895,"39464-64-7  "
5896,"73038-25-2  "
5897,"68155-33-9  "
5898,"208465-21-8 "
5899,"624-92-0    "
5900,"115970-17-7 "
5901,"none        "
5904,"213464-77-8 "
5905,"39421-75-5  "
5906,"58594-72-2  "
5907,"68526-94-3  "
5908,"119515-38-7 "
5909,"68611-14-3  "
5910,"25852-45-3  "
5910,"39464-66-9  "
5911,"104098-48-8 "
5911,"81334-60-3  "
5912,"10215-33-5  "
5913,"23436-19-3  "
5914,"7722-76-1   "
5915,"361377-29-9 "
5916,"65195-55-3  "
5917,"65195-56-4  "
5918,"81406-37-3  "
5919,"163515-14-8 "
5920,"111-87-5    "
5921,"52315-07-8  "
5922,"108175-15-1 "
5923,"122836-35-5 "
5924,"atc 38472   "
5927,"150114-71-9 "
5928,"566191-89-7 "
5930,"120116-88-3 "
5931,"33734-57-5  "
5933,"18472-51-0  "
5935,"139968-49-3 "
5938,"140923-17-7 "
5938,"149023-25-7 "
5939,"112281-77-3 "
5942,"56073-07-5  "
5943,"240494-70-6 "
5944,"330-95-0    "
5946,"187166-15-0 "
5946,"187166-40-1 "
5948,"272451-65-7 "
5949,"239110-15-7 "
5950,"15708-41-5  "
5951,"1303-86-2   "
5952,"21293-29-8  "
5953,"2797-51-5   "
5954,"1196-01-6   "
5955,"203313-25-1 "
5957,"627-93-0    "
5958,"106-79-6    "
5959,"1119-40-0   "
5960,"66071-94-1  "
5961,"374726-62-2 "
5963,"63718-65-0  "
5963,"84776-33-0  "
5964,"500008-45-7 "
5965,"122454-29-9 "
5966,"54664-98-1  "
5967,"23960-07-8  "
5968,"17084-02-5  "
5969,"8021-28-1   "
5970,"25213-24-5  "
5971,"76674-21-0  "
5972,"34494-04-7  "
5974,"26246-06-2  "
5975,"14915-37-8  "
5976,"63428-82-0  "
5977,"372137-35-4 "
5978,"125225-28-7 "
5979,"7778-66-7   "
5980,"NM99/06216  "
5983,"125116-23-6 "
5984,"243973-20-8 "
5985,"75-50-3     "
5986,"99485-76-4  "
5987,"122548-33-8 "
5988,"137-32-6    "
5989,"62-54-4     "
5990,"220899-03-6 "
5991,"179101-81-6 "
5992,"68424-85-1  "
5997,"23576-24-1  "
5998,"85956-08-8  "
5999,"730979-19-8 "
6000,"0081741-28-8"
6001,"214710-34-6 "
6003,"180409-60-3 "
6004,"658066-35-4 "
6005,"178928-70-6 "
6006,"41591-87-1  "
6008,"25395-31-7  "
6009,"93-15-2     "
6010,"118134-30-8 "
6012,"68647-73-4  "
6012,"85085-48-9  "
6014,"8007-46-3   "
6015,"144550-36-7 "
6016,"317815-83-1 "
6019,"55774-32-8  "
6020,"183675-82-3 "
6021,"335104-84-2 "
6022,"146955-45-5 "
6023,"64726-91-6  "
6025,"865318-97-4 "
6026,"67891-88-7  "
6027,"67891-88-7  "
6028,"888042-38-4 "
6029,"12098-09-8  "
6030,"422556-08-9 "
6032,"68917-18-0  "
6033,"907204-31-3 "
6034,"5625-90-1   "
6035,"104040-78-0 "
90187,"62-73-7     "
90189,"134-62-3    "
